Branch,TypeofExpenditure,COUNTRY,Year,UnitCode,Value in Millions
Family,Total,Japan,2005,USD,25900.0
Family,Total,Japan,2010,USD,39138.0
Family,Total,Japan,2015,USD,52455.0
Family,Total,Japan,2019,USD,66744.0
Family,Total,Japan,2020,USD,74199.0
Family,Total,Korea,2000,USD,505.0
Family,Total,Korea,2005,USD,1620.0
Family,Total,Korea,2010,USD,6726.0
Family,Total,Korea,2015,USD,14207.0
Family,Total,Korea,2019,USD,20092.0
Family,Total,Korea,2020,USD,22819.0
Family,Total,Luxembourg,2000,USD,814.0
Family,Total,Luxembourg,2005,USD,1284.0
Family,Total,Luxembourg,2010,USD,1881.0
Family,Total,Luxembourg,2015,USD,2084.0
Family,Total,Luxembourg,2019,USD,2493.0
Family,Total,Mexico,2000,USD,2334.0
Family,Total,Mexico,2005,USD,4983.0
Family,Total,Mexico,2010,USD,8060.0
Family,Total,Mexico,2015,USD,11069.0
Family,Total,Mexico,2019,USD,8877.0
Family,Total,Netherlands,2000,USD,7666.0
Family,Total,Netherlands,2005,USD,10055.0
Family,Total,Netherlands,2010,USD,11598.0
Family,Total,Netherlands,2015,USD,11813.0
Family,Total,Netherlands,2019,USD,15211.0
Family,Total,New Zealand,2000,USD,1982.0
Family,Total,New Zealand,2005,USD,2939.0
Family,Total,New Zealand,2010,USD,4603.0
Family,Total,New Zealand,2015,USD,4327.0
Family,Total,New Zealand,2019,USD,5236.0
Family,Total,New Zealand,2020,USD,5653.0
Family,Total,New Zealand,2021,USD,5992.0
Family,Total,Norway,2000,USD,4200.0
Family,Total,Norway,2005,USD,5163.0
Family,Total,Norway,2010,USD,7589.0
Family,Total,Norway,2015,USD,9451.0
Family,Total,Norway,2019,USD,10562.0
Family,Total,Poland,2000,USD,2205.0
Family,Total,Poland,2005,USD,2993.0
Family,Total,Poland,2010,USD,4825.0
Family,Total,Poland,2015,USD,6822.0
Family,Total,Poland,2019,USD,17311.0
Family,Total,Portugal,2000,USD,1486.0
Family,Total,Portugal,2005,USD,2226.0
Family,Total,Portugal,2010,USD,2962.0
Family,Total,Portugal,2015,USD,2555.0
Family,Total,Portugal,2019,USD,3080.0
Family,Total,Slovak Republic,2000,USD,739.0
Family,Total,Slovak Republic,2005,USD,907.0
Family,Total,Slovak Republic,2010,USD,1286.0
Family,Total,Slovak Republic,2015,USD,1542.0
Family,Total,Slovak Republic,2019,USD,2001.0
Family,Total,Spain,2000,USD,7254.0
Family,Total,Spain,2005,USD,12768.0
Family,Total,Spain,2010,USD,18167.0
Family,Total,Spain,2015,USD,15850.0
Family,Total,Spain,2019,USD,18842.0
Family,Total,Sweden,2000,USD,6215.0
Family,Total,Sweden,2005,USD,8529.0
Family,Total,Sweden,2010,USD,11214.0
Family,Total,Sweden,2015,USD,13696.0
Family,Total,Sweden,2019,USD,16065.0
Family,Total,Switzerland,2000,USD,7250.0
Family,Total,Switzerland,2005,USD,8518.0
Family,Total,Switzerland,2010,USD,10251.0
Family,Total,Switzerland,2015,USD,13193.0
Family,Total,Switzerland,2019,USD,14096.0
Family,Total,Turkey,2000,USD,14.0
Family,Total,Turkey,2005,USD,70.0
Family,Total,Turkey,2010,USD,144.0
Family,Total,Turkey,2015,USD,347.0
Family,Total,Turkey,2019,USD,904.0
Family,Total,United Kingdom,2000,USD,33692.0
Family,Total,United Kingdom,2005,USD,51078.0
Family,Total,United Kingdom,2010,USD,80900.0
Family,Total,United Kingdom,2015,USD,84520.0
Family,Total,United Kingdom,2019,USD,68180.0
Family,Total,United Kingdom,2020,USD,64203.0
Family,Total,USA,2000,USD,79919.886
Family,Total,USA,2005,USD,90648.286
Family,Total,USA,2010,USD,111787.296
Family,Total,USA,2015,USD,115970.984
Family,Total,USA,2019,USD,130902.681
Family,Total,USA,2020,USD,140140.629
Family,Total,Chile,2000,USD,574.0
Family,Total,Chile,2005,USD,691.0
Family,Total,Chile,2010,USD,1981.0
Family,Total,Chile,2015,USD,3259.0
Family,Total,Chile,2019,USD,4099.0
Family,Total,Chile,2020,USD,7769.0
Family,Total,Chile,2021,USD,23549.0
Family,Total,Estonia,2000,USD,128.0
Family,Total,Estonia,2005,USD,234.0
Family,Total,Estonia,2010,USD,448.0
Family,Total,Estonia,2015,USD,683.0
Family,Total,Estonia,2019,USD,1058.0
Family,Total,Israel,2000,USD,3503.0
Family,Total,Israel,2005,USD,3130.0
Family,Total,Israel,2010,USD,4742.0
Family,Total,Israel,2015,USD,5806.0
Family,Total,Israel,2019,USD,8000.0
Family,Total,Israel,2020,USD,7838.0
Family,Total,Israel,2021,USD,8046.0
Family,Total,Slovenia,2000,USD,477.0
Family,Total,Slovenia,2005,USD,661.0
Family,Total,Slovenia,2010,USD,915.0
Family,Total,Slovenia,2015,USD,823.0
Family,Total,Slovenia,2019,USD,1045.0
